C:\Users\suyas\Desktop\documents scannned\IMG\center_2020_02_17_17_14_58_177.jpg, C:\Users\suyas\Desktop\documents scannned\IMG\left_2020_02_17_17_14_58_177.jpg, C:\Users\suyas\Desktop\documents scannned\IMG\right_2020_02_17_17_14_58_177.jpg, 0, 0, 0, 7.857933E-05
C:\Users\suyas\Desktop\documents scannned\IMG\center_2020_02_17_17_14_58_280.jpg, C:\Users\suyas\Desktop\documents scannned\IMG\left_2020_02_17_17_14_58_280.jpg, C:\Users\suyas\Desktop\documents scannned\IMG\right_2020_02_17_17_14_58_280.jpg, 0, 0, 0, 7.99505E-05
C:\Users\suyas\Desktop\documents scannned\IMG\center_2020_02_17_17_14_58_381.jpg, C:\Users\suyas\Desktop\documents scannned\IMG\left_2020_02_17_17_14_58_381.jpg, C:\Users\suyas\Desktop\documents scannned\IMG\right_2020_02_17_17_14_58_381.jpg, 0, 0, 0, 7.855961E-05
C:\Users\suyas\Desktop\documents scannned\IMG\center_2020_02_17_17_14_58_484.jpg, C:\Users\suyas\Desktop\documents scannned\IMG\left_2020_02_17_17_14_58_484.jpg, C:\Users\suyas\Desktop\documents scannned\IMG\right_2020_02_17_17_14_58_484.jpg, 0, 0, 0, 7.854222E-05
C:\Users\suyas\Desktop\documents scannned\IMG\center_2020_02_17_17_14_58_587.jpg, C:\Users\suyas\Desktop\documents scannned\IMG\left_2020_02_17_17_14_58_587.jpg, C:\Users\suyas\Desktop\documents scannned\IMG\right_2020_02_17_17_14_58_587.jpg, 0, 0, 0, 7.892602E-05
C:\Users\suyas\Desktop\documents scannned\IMG\center_2020_02_17_17_14_58_688.jpg, C:\Users\suyas\Desktop\documents scannned\IMG\left_2020_02_17_17_14_58_688.jpg, C:\Users\suyas\Desktop\documents scannned\IMG\right_2020_02_17_17_14_58_688.jpg, 0, 0, 0, 7.820074E-05
C:\Users\suyas\Desktop\documents scannned\IMG\center_2020_02_17_17_14_58_791.jpg, C:\Users\suyas\Desktop\documents scannned\IMG\left_2020_02_17_17_14_58_791.jpg, C:\Users\suyas\Desktop\documents scannned\IMG\right_2020_02_17_17_14_58_791.jpg, 0, 0, 0, 7.90306E-05
C:\Users\suyas\Desktop\documents scannned\IMG\center_2020_02_17_17_14_58_892.jpg, C:\Users\suyas\Desktop\documents scannned\IMG\left_2020_02_17_17_14_58_892.jpg, C:\Users\suyas\Desktop\documents scannned\IMG\right_2020_02_17_17_14_58_892.jpg, 0, 0, 0, 7.858864E-05
C:\Users\suyas\Desktop\documents scannned\IMG\center_2020_02_17_17_14_58_994.jpg, C:\Users\suyas\Desktop\documents scannned\IMG\left_2020_02_17_17_14_58_994.jpg, C:\Users\suyas\Desktop\documents scannned\IMG\right_2020_02_17_17_14_58_994.jpg, 0, 0, 0, 7.785987E-05
C:\Users\suyas\Desktop\documents scannned\IMG\center_2020_02_17_17_14_59_094.jpg, C:\Users\suyas\Desktop\documents scannned\IMG\left_2020_02_17_17_14_59_094.jpg, C:\Users\suyas\Desktop\documents scannned\IMG\right_2020_02_17_17_14_59_094.jpg, 0, 0, 0, 7.822604E-05
